273	1386	123	1549
1729	1344	1625	1671
961	1747	1075	1009
1118	423	1810	210
1035	1770	1499	1269
1339	503	644	44
403	564	1313	1587
1147	889	1475	1821
1705	1314	1593	1373
1540	1882	756	778
1594	1403	733	868
1504	357	1205	1630
1924	1538	669	1756
444	1501	219	718
868	1754	1283	208
692	888	1403	1217
1621	1425	1905	633
150	805	1717	49
208	528	747	755
1706	304	1141	599
1269	1385	1355	799
1274	138	668	223
892	540	1868	150
638	1452	1525	1719
578	1284	1799	677
136	1630	597	737
540	566	1376	1038
1700	1193	1020	854
957	1291	1596	667
1589	1104	1471	1978
981	1813	1357	94
911	837	1026	1165
1851	1702	906	1999
168	687	1498	1630
577	1865	652	520
1652	544	806	489
349	287	1446	1979
608	816	1953	1240
987	383	978	833
864	510	443	176
1290	1826	855	30
281	589	331	973
1481	941	422	1385
497	470	476	1995
1829	97	924	305
532	880	1999	1590
1909	735	794	850
529	1191	1315	474
576	540	709	1091
866	1438	1048	1056
1364	759	1836	1338
922	815	1652	1006
890	1951	828	745
629	333	800	1247
1579	1736	230	428
376	1216	1604	900
695	1253	127	292
460	184	340	1456
1306	1207	455	759
1750	1117	1351	460
1302	1148	1536	1870
708	1368	598	1670
1369	1780	381	469
1836	1882	570	955
41	1283	1670	931
187	723	1303	1176
525	559	1854	45
1537	1694	887	1277
648	1359	287	1689
796	1707	1596	1043
806	604	1006	483
754	1057	241	366
1989	1894	1232	1234
338	856	1272	1985
273	1785	1504	1720
1146	1415	1255	328
239	463	1399	730
1864	1338	61	951
574	1705	1055	1102
624	18	578	1266
538	1230	381	927
756	1020	128	1244
1640	708	1370	1027
245	173	629	757
770	650	1780	1937
1364	1549	1205	1374
179	1949	1186	1598
712	600	1236	849
132	545	1787	1377
1444	287	1045	1918
1949	707	1252	927
1201	588	503	864
468	991	1492	359
1971	1479	716	1247
1447	967	1280	445
1148	1884	247	474
468	261	200	600
866	893	1849	1710
116	1218	1599	1585
402	374	964	1193
52	680	1934	1596
1391	955	218	1606
1506	56	418	1012
173	554	366	1237
895	53	1204	472
1155	1694	940	599
1805	698	558	215
1133	995	1720	865
998	1392	1844	359
813	1534	280	42
339	1789	1789	649
1488	1870	1483	1793
28	825	526	753
1958	1771	744	1075
609	388	366	1073
1415	1129	1919	874
619	1108	43	1491
945	1709	1530	1630
1370	60	749	1907
1873	352	834	1781
1918	1102	1258	104
82	1841	1844	868
1774	1773	133	786
842	1772	512	1679
1281	1852	1312	1844
609	824	1236	1311
616	1091	1849	480
1180	780	1040	1749
1816	1364	873	924
398	620	213	1372
533	466	532	617
387	570	794	1724
311	448	346	859
1304	1016	708	1367
924	712	1255	890
939	341	141	277
594	710	1651	1256
1008	1541	987	1917
510	1032	225	1606
744	1584	1648	1568
757	1717	1743	553
110	245	1040	576
914	188	1997	898
426	60	988	1939
218	285	1566	954
374	1645	1235	1615
1455	736	1035	1586
1556	505	793	507
1562	1202	1479	1765
1570	198	51	535
1857	283	1244	823
411	1317	1310	146
1197	1836	1016	746
1722	244	910	1087
1449	592	705	1388
711	20	247	1293
1621	480	658	1054
277	782	1663	1015
1791	1914	1705	130
1825	1973	355	1496
718	259	1065	1977
845	58	398	432
1366	949	1974	1933
135	1980	773	1204
940	1569	1035	493
27	469	1784	1811
1692	233	124	825
1007	1039	1260	332
1243	1952	686	1293
256	1419	1879	106
473	517	1916	783
874	1645	1667	1863
1906	1362	1619	1610
933	1680	1032	1862
1465	1709	1232	1429
1770	1387	1370	961
1126	1914	579	47
491	1260	223	1162
869	124	921	1346
2000	781	134	840
170	99	583	29
1689	1906	116	436
535	1210	681	1552
808	1569	1866	725
787	929	1462	1138
1085	111	65	1286
623	1416	1760	493
132	1519	1800	109
911	229	302	549
424	1244	700	1758
242	174	1772	1408
645	500	1574	622
1235	551	667	1097
1685	1648	853	1539
1856	141	1096	20
1954	1061	983	539
912	936	1486	1555
250	1573	1130	222
1822	420	1805	241
218	87	809	1976
352	467	1306	827
362	1578	550	466
889	255	1000	1152
337	1981	1302	514
1406	1214	548	1330
1482	1036	236	1103
835	1071	454	1022
1607	258	533	1756
307	1852	1578	704
1111	1091	40	432
1440	979	240	899
1830	1550	827	193
1215	1463	554	1282
284	1118	1872	397
891	1379	80	772
221	109	793	785
1217	1174	1121	1212
1425	1986	1466	464
434	417	55	1176
1513	655	1570	1009
1483	182	326	145
119	466	1222	1663
194	1000	363	1009
992	1622	1279	1522
624	754	1484	932
455	623	1223	401
1277	1988	1537	1125
293	288	682	1441
642	269	1056	273
1498	914	1009	1465
1765	749	924	586
459	1947	1574	725
977	1552	1223	1278
1171	132	828	1463
1177	1007	82	1970
1878	1994	632	413
961	643	1252	673
1345	277	460	131
1690	1863	1528	1244
283	718	599	407
348	1198	1370	997
1567	1259	826	1579
1608	318	1939	1447
866	825	1409	1587
580	1594	1900	290
413	211	979	27
778	1535	80	1546
87	1938	1732	1410
1573	384	1970	1624
604	388	623	1673
1434	405	498	758
1904	1731	1927	968
272	333	944	1670
1426	352	1314	712
1492	1026	295	1779
724	844	1762	1015
543	960	1877	1519
1792	500	1335	1224
265	326	625	1207
490	1230	442	1562
705	1578	1875	1452
340	240	1998	1240
873	911	1525	1869
1440	1629	1373	1716
1408	107	42	1280
1120	172	1846	27
1863	651	787	563
1106	1584	1473	1396
1493	1069	1392	371
467	677	1648	1259
1868	1195	1966	1089
1027	1452	681	251
729	1176	547	893
1811	822	1920	1040
1722	399	1578	682
1599	1613	153	1152
1059	1180	571	397
298	508	1933	393
1136	364	724	966
121	813	764	1998
1242	1240	1836	1902
1997	892	1221	84
43	39	925	84
1017	1188	1695	1245
1175	1705	147	994
1782	181	645	1363
407	1396	1667	1649
339	1975	909	838
842	1976	1030	1903
843	576	912	1374
1543	1989	903	406
1999	923	221	141
906	1540	1693	69
1322	1511	1236	1826
461	535	1731	656
1769	1326	883	647
1334	1034	1634	679
941	1651	923	1613
682	480	1602	131
505	103	597	1485
373	826	569	1516
616	1056	240	821
934	1312	96	1632
565	876	581	343
1045	1313	1517	430
443	1609	719	1871
1687	1192	838	1783
431	934	1317	1274
1735	538	433	730
685	1085	740	1125
415	1257	487	1224
1963	421	92	967
260	70	603	1482
1276	1012	1367	431
576	1732	741	164
777	1724	1902	1012
435	1627	616	383
554	250	1547	646
235	959	497	1088
1670	785	604	1170
536	613	1547	597
1990	1847	1534	691
1868	349	195	1814
101	107	182	1160
652	116	662	1103
278	197	1863	33
1943	465	1407	1863
303	1708	1434	445
637	1887	1078	1547
970	1263	814	417
1164	89	1723	807
1907	1513	1017	1667
822	1491	1796	1455
144	1905	1894	515
1797	86	475	1786
563	1930	1153	1826
554	347	887	791
519	1900	1118	86
200	1490	1257	63
954	1851	25	1396
585	159	1185	867
995	1007	1868	1161
1255	680	1106	690
370	1232	793	1689
391	971	920	1053
1622	741	186	851
1908	638	1247	376
403	134	754	394
537	1979	1201	150
1098	418	1777	955
708	130	98	1400
544	469	1036	721
351	984	537	966
614	71	1100	1707
1907	1533	1039	1382
803	1246	760	1937
366	1410	1705	1972
323	1906	1021	920
1700	1956	1294	1222
794	1458	1447	1257
1979	121	198	452
1229	1091	1785	1402
1727	887	1425	733
89	247	962	1268
1218	719	1122	1890
368	519	1102	749
1274	769	1375	1124
456	1414	1151	952
1466	1276	1897	160
1511	1373	1697	1475
440	595	414	830
600	242	1346	411
535	599	1503	50
1273	1349	667	1437
290	1220	726	1757
1981	1752	1228	627
391	1868	1369	1390
704	1758	1908	758
518	643	1339	246
1247	1502	1659	575
1177	1463	1228	1126
1076	198	530	1133
1001	1538	1989	1141
247	118	1025	1946
1078	1125	1255	1820
1003	1986	985	1055
481	1715	592	1648
144	683	480	523
1270	1308	80	871
787	1203	1091	52
1771	279	1335	1007
642	1378	121	1465
1691	1523	788	1880
759	718	665	836
294	1289	1371	1001
1681	1948	308	713
292	680	964	1444
1281	988	782	218
1816	1456	1179	412
1893	1615	1820	218
1963	514	451	1735
59	933	1382	1315
1668	933	1322	1721
1366	1353	1263	110
1584	70	460	942
527	1920	1760	1796
1266	1266	1367	547
694	682	68	1806
1242	1644	420	42
184	1576	227	1211
1385	197	343	1639
1844	978	706	726
566	1163	1543	977
1897	1535	1585	605
686	297	1616	165
1995	687	304	1608
164	753	709	263
195	410	1127	1531
1752	1421	1320	1264
955	1414	915	1051
1448	712	691	1539
1062	629	345	326
926	1941	1920	551
985	1823	1749	359
969	1713	1593	111
1158	1213	117	1269
227	74	438	1350
1754	1552	461	925
1923	66	1292	1646
1716	1708	50	991
1187	1472	807	73
475	522	516	1637
934	995	115	428
340	188	343	554
1838	1650	400	701
1009	436	1020	98
1875	1814	379	456
1872	1551	1101	1426
1991	685	353	1521
1770	1841	1567	1813
1573	1658	288	1141
1278	1758	1087	1184
249	222	1615	973
724	56	1010	1819
93	1023	709	117
461	1548	1944	1230
1076	480	930	982
1270	1576	112	668
232	1874	77	1137
856	163	1465	1939
1171	1336	433	1830
1167	1726	157	572
1668	812	573	370
1714	497	967	875
405	1740	798	1963
1909	98	1528	750
1249	583	182	1211
1830	1885	1780	919
618	611	1503	1311
139	1645	1774	44
1359	1196	573	1013
1290	1409	1856	1478
937	1247	1015	175
1918	333	118	39
1706	1979	393	1351
20	678	1688	104
1309	1485	482	13
1903	642	1366	1026
1746	964	1037	1358
483	653	826	326
1374	760	1964	366
858	1641	1124	1563
1612	1350	680	432
1342	1171	804	1500
518	1272	497	1688
729	573	1832	1452
14	724	188	1095
1723	1144	1827	1347
1536	178	1707	1543
680	1565	1530	1649
463	1462	965	1428
31	1365	1950	1051
328	676	1593	593
784	835	1986	1493
1275	1793	368	496
107	1837	726	1771
1484	1067	1682	1269
1133	486	1208	585
1180	1104	1718	965
626	1440	1530	1779
1921	1836	1140	107
460	970	1682	84
1120	1100	820	563
1436	1383	1932	614
1048	1635	67	948
963	1371	1042	1170
1871	572	168	1416
962	66	552	1905
200	1302	804	771
894	1399	1628	274
815	187	578	1053
1910	1495	707	762
1021	137	556	1691
375	1597	1930	1162
523	1746	931	296
670	1406	770	408
914	178	392	827
1678	1908	491	1754
843	298	1782	1841
163	1832	1154	1721
1108	626	249	1059
1498	889	294	64
179	1205	566	321
1669	1761	1231	652
1743	407	701	594
1193	967	1604	1287
1476	1335	1220	1884
989	281	736	1074
866	1448	1133	1127
1137	807	1925	1010
1572	437	458	559
1521	533	225	1761
1929	527	928	1278
1792	1706	1177	279
176	1355	312	1503
306	904	194	1129
1573	716	1331	730
1094	1248	284	1451
355	1679	1648	1892
1696	115	976	304
843	1016	1333	120
618	1445	1264	1484
1338	1386	801	1001
340	1371	318	550
1261	386	529	1642
873	426	821	1397
1939	338	1909	176
229	328	1398	440
661	1233	933	874
1538	1645	50	803
29	223	1309	1448
1764	1657	604	830
72	1584	1771	796
125	1182	783	1411
1895	922	1841	365
1772	1883	1365	797
1897	1450	1528	1413
1456	1341	490	1291
1905	1348	827	1678
151	268	1787	1290
209	1738	679	697
939	1181	1634	356
1537	1899	14	1118
315	1685	1061	840
1065	1837	1724	1023
443	795	1527	392
1841	1251	1645	545
549	1452	869	374
189	1728	1056	1943
999	1510	1061	1846
162	749	480	632
1988	1868	784	1799
879	933	1717	1119
1791	1772	509	1429
1921	1975	1991	1057
1934	1189	526	1250
1238	1439	120	1366
1656	1910	1890	120
949	1775	1274	1563
1209	537	409	873
530	681	723	1396
752	1901	973	1751
535	899	1296	1640
1169	1736	1317	669
1729	1882	834	969
731	1978	451	1523
1749	1034	789	1099
213	742	601	1140
1845	594	247	154
127	1949	1818	776
1001	837	670	1929
1004	171	1416	1331
706	834	98	1165
1893	1608	1247	1293
962	1620	1671	1617
878	1209	1426	1852
1595	953	863	768
1146	675	784	1078
1239	924	61	522
449	662	1529	564
677	328	22	145
434	159	752	1634
452	1288	407	1813
1568	1754	123	1206
377	1568	378	1260
1055	1284	1285	1847
1091	590	1004	1956
885	727	51	1556
558	1775	1514	469
1774	830	1601	1552
37	1646	1424	547
471	1938	74	441
1870	1974	1100	1416
1554	1319	1749	1151
671	1836	77	159
727	1953	825	1576
1727	964	689	1123
889	85	1074	77
1652	285	1269	1174
1956	377	10	1397
1683	1917	127	431
78	316	61	390
508	463	227	134
226	750	992	1905
787	1411	526	1776
602	1170	1943	1076
572	464	1865	365
1188	873	856	838
1312	1870	88	1305
704	175	1932	633
1312	1505	1289	375
1247	850	542	1068
1157	1820	463	453
564	118	1480	1123
414	1813	1594	422
1831	609	676	1002
1977	1500	1947	86
971	1712	1531	1815
905	1484	117	696
39	1882	304	423
1739	1330	17	1128
847	717	1617	1622
910	758	589	248
288	894	1296	1132
398	1730	1681	410
267	1646	349	817
1842	632	1589	1013
875	429	1909	735
1034	472	1147	606
1044	590	1565	683
1483	752	914	545
456	391	1714	233
1037	564	1992	265
1314	1563	1078	478
1128	416	1017	241
1853	540	1262	1472
865	1667	1694	1629
1685	382	780	1749
809	723	1189	1408
961	1255	307	824
318	1031	1650	1924
1483	1452	561	1301
1555	1405	1134	1976
91	766	830	1898
1425	1285	666	1656
1462	1971	744	80
488	256	455	390
1532	950	518	1547
827	452	1610	394
1678	1015	776	682
793	1037	1843	142
990	1108	680	100
715	604	310	612
898	1690	1099	75
925	215	183	1417
1572	1335	947	1557
1414	511	389	1383
1116	1441	1375	1925
1230	1229	339	1564
450	772	33	1013
1444	721	995	864
1858	1989	229	1773
321	1301	1642	794
743	58	1199	1014
782	288	1888	1797
563	1340	1300	74
1608	376	932	1674
248	635	135	1175
717	1045	986	1804
1267	619	844	487
1028	777	1849	1407
1790	913	223	126
1164	468	1684	108
1769	1422	1073	1026
45	449	880	379
413	1787	1165	1450
1787	52	263	996
1082	250	766	1573
488	443	372	1596
988	342	588	1132
283	441	810	700
1713	1899	1503	1248
205	1830	1604	274
1618	631	348	1296
1407	759	366	1326
271	1714	811	546
1197	1663	629	1359
2000	539	1445	1035
1304	1097	876	917
206	1500	339	962
156	159	1047	1300
1376	718	77	941
1118	1669	1367	255
1231	1268	237	1266
1883	1885	1043	1879
535	1154	560	1174
1592	1838	162	450
1218	1920	916	1420
586	424	616	388
1925	21	299	1860
862	838	1460	832
1649	1921	1721	313
140	1890	1359	1452
1404	437	1775	1847
833	563	975	1282
1286	239	1851	991
361	1460	1824	453
535	1128	1702	1804
513	52	926	387
539	434	818	1848
394	1365	1157	1316
407	313	1445	1469
436	1142	1424	910
277	1017	868	214
1269	1667	1050	13
1193	1157	45	1776
207	1191	403	19
326	87	1497	1282
257	1264	849	768
652	1971	591	208
926	1325	1620	1039
1595	1547	1637	713
994	1700	406	1465
1441	1862	1713	69
1327	1644	586	385
1221	540	1030	1230
760	1978	678	390
1663	1865	26	1460
146	1300	819	759
498	1170	1975	1697
851	519	484	28
280	1989	1632	1461
864	292	783	983
780	1250	1281	614
739	1335	958	722
648	1066	1614	460
1872	1919	1027	907
1497	299	843	1871
1838	912	1674	1957
1003	346	383	1103
389	264	1959	1862
209	292	450	457
253	370	1334	1220
1007	881	1561	1138
723	622	785	974
496	1409	306	820
150	499	773	1410
1402	1293	1825	1853
1049	336	656	782
568	1967	568	13
565	764	1599	941
1072	372	726	1825
1293	457	1048	1405
376	1348	576	1806
136	960	236	760
1015	467	437	1037
54	1705	986	1202
1248	67	1156	1683
828	1659	1833	1493
1451	368	26	373
327	1431	287	1697
377	720	1708	1757
1556	1179	996	1056
1316	1499	1541	841
534	1987	1401	577
1759	857	1789	153
475	297	404	1036
1606	729	693	445
1723	493	1146	1312
95	1102	1052	256
1681	458	1092	1082
357	567	1545	1525
1930	1931	541	1219
1771	169	930	756
145	725	939	804
647	326	1234	762
1335	1626	1103	1774
417	1451	638	1693
1990	1105	927	1364
481	1142	1673	1756
1662	943	503	175
1287	833	1019	329
75	364	560	919
1924	1594	1748	1450
1868	91	1846	756
1468	1333	1618	175
861	1682	1628	1513
1691	1067	996	175
488	1663	1737	970
709	1692	1436	511
1993	1709	368	322
1332	1319	151	1534
374	1962	517	1788
379	1511	1960	879
916	1754	512	1252
1347	347	1338	1675
1755	1290	45	845
1271	1881	342	928
1181	1669	943	1549
777	1134	1646	1299
748	145	162	200
1456	1328	938	1810
1331	669	1859	1692
1945	615	1646	1691
1479	440	1024	366
847	368	143	501
793	1802	121	1538
554	1978	1026	1076
1348	934	356	1884
826	421	1696	385
665	584	1388	1496
404	404	1153	391
795	1477	1923	1183
1242	1394	1719	1721
742	768	775	446
327	217	375	940
123	1383	1708	1531
1040	663	779	1768
71	1586	1178	181
134	94	104	1947
1768	568	1084	311
1223	1549	1628	1822
1799	192	1026	228
1290	350	1687	1147
1928	398	1655	1082
1980	137	763	1007
416	1849	1103	807
999	1557	1228	1852
170	1423	1401	171
199	230	1175	1238
1885	1501	1701	101
688	570	1132	1976
190	1676	143	899
1840	941	119	1061
1335	1430	1314	1401
650	483	703	1256
23	376	1529	1279
384	1714	1583	973
1318	211	1446	914
411	1065	166	196
346	1052	431	872
1455	1243	134	1611
1751	1374	1624	165
534	666	1424	901
1670	1920	763	1167
1438	442	628	1563
793	949	1104	964
698	1204	1096	140
67	1334	1339	1278
1635	606	355	1027
1618	163	1346	1588
525	1987	961	1430
1078	1654	1416	1687
585	1739	126	126
449	74	1550	1507
1840	533	1983	1771
1327	956	696	592
947	1520	148	472
199	688	404	504
501	1662	789	1184
1616	1634	1827	1359
879	213	1336	1993
1908	1301	1462	856
1281	601	1768	1671
949	821	161	696
626	814	1626	1920
604	1902	1764	820
470	610	464	482
1247	1570	1654	766
319	925	1023	834
1574	504	681	1735
1969	1476	582	1402
1930	519	1806	1423
835	153	980	1498
1941	1165	1361	965
1752	914	1450	871
111	274	336	1669
485	1985	1689	1691
1574	545	1391	1350
70	1559	37	563
355	502	1082	868
1336	387	1182	200
1793	200	537	448
1262	892	802	1621
711	1115	1817	498
1874	44	1100	1150
319	1108	1130	1104
1412	1152	1494	1519
1251	1079	1610	498
1460	585	434	1699
1874	1582	444	1623
1190	1943	270	606
133	1813	1835	1355
1670	1794	1932	492
1636	1888	1708	624
850	107	240	1215
657	185	1901	377
1538	612	443	1388
674	503	1306	1558
436	632	1611	241
451	1772	1452	1763
1412	214	1666	285
1283	1581	100	1124
899	1632	1602	828
1505	103	256	1946
1232	1580	738	589
287	1525	1655	1521
1835	1874	808	1195
992	1897	1116	1364
17	1659	1876	411
316	1870	1501	818
465	660	1346	760
1895	1042	1223	1531
212	1768	1852	309
93	1104	1859	389
1776	269	1294	130
1621	20	1191	1092
687	333	1993	1441
591	1534	800	581
802	882	781	859
89	1053	1624	1399
879	91	1684	1121
1281	1398	284	1332
166	572	1667	917
1301	336	493	1295
1353	1303	951	1275
1728	920	972	70
18	1101	579	394
729	1888	1950	950
1493	1505	660	61
1309	363	788	472
197	533	1873	807
977	1505	1798	1305
727	463	1435	813
1132	1088	605	406
477	1238	1796	1644
329	1779	92	504
406	201	1374	1548
1330	1133	294	1394
1024	1600	1992	293
915	450	1961	1496
1546	642	1616	886
1582	1511	1359	143
618	552	1429	684
741	643	733	1196
1329	1298	870	1949
858	1170	826	210
26	811	1694	208
270	310	22	720
1071	886	1925	1288
1311	265	464	1025
1164	1431	531	1872
367	360	45	1184
1399	1917	722	86
448	1491	1298	923
1756	398	495	706
1359	89	838	1361
28	604	331	1965
820	989	1240	203
407	559	946	441
1926	1120	1508	1845
222	1935	1255	593
1487	735	116	1073
1267	344	880	1377
447	827	1512	750
1710	705	1453	248
1205	10	556	1494
665	1285	1718	1482
239	411	1522	1555
162	190	472	248
47	1570	956	1793
1748	1772	372	917
1449	1924	14	188
314	949	846	457
82	760	528	1754
505	436	1053	201
1554	1329	1628	964
1140	1012	99	726
563	534	1807	747
1373	1811	1352	131
1531	878	1278	939
168	1290	793	343
1227	1690	799	869
462	1542	1553	1825
212	878	1323	1875
35	1935	1190	240
1945	1545	1585	12
456	1900	1161	85
482	250	73	1304
760	510	1296	806
421	1710	25	1055
1254	757	274	832
477	542	663	753
1884	48	1613	74
1643	677	310	568
751	893	1722	1905
1835	1714	693	729
1844	1761	560	590
250	1077	1569	189
1475	739	1864	1186
1996	846	626	171
1165	619	200	1714
1907	1420	894	1831
48	369	1708	1794
258	759	952	329
85	1781	390	254
1910	453	241	200
1849	25	1086	384
1828	1599	628	772
1599	1330	582	411
167	1406	1942	306
663	446	417	928
1840	500	818	409
683	332	535	434
911	1551	285	1658
1589	1336	1868	316
1552	89	1966	1743
1547	692	1484	977
15	316	28	931
1678	217	235	122
1196	1443	1791	754
1355	1978	410	1242
1717	932	1721	798
1539	1751	1728	435
1504	1802	1206	800
1333	924	1377	1827
1361	1827	257	790
1591	682	498	839
110	497	829	359
1129	426	1667	133
1650	980	1059	1734
1105	1951	60	1247
152	366	1601	831
1799	1102	1559	789
1471	1922	1528	20
1372	1243	638	1467
1202	1615	1963	1694
853	52	1885	1973
1754	243	280	849
851	1345	117	987
1076	1235	1856	201
871	1204	987	70
1550	1498	1405	264
266	1518	294	747
1458	1523	1846	1227
354	236	433	1371
1721	1786	314	1578
1710	147	235	1617
663	1492	582	1396
1078	1672	709	355
1578	883	1121	144
902	481	960	508
1284	1038	1996	1710
1944	678	1390	182
543	1784	567	781
1875	898	687	989
1388	300	404	1295
1226	1613	1597	370
191	1092	915	306
1955	671	880	1784
504	1825	883	1026
1701	1617	1059	1033
938	958	866	530
314	1546	1871	455
901	830	183	256
23	816	959	26
1958	1162	427	1669
1782	1552	1183	497
334	1073	1648	1997
372	830	272	1747
1905	478	691	1675
1078	1242	21	614
403	1409	1933	1107
1427	897	1623	207
1067	1739	1088	628
422	439	1111	781
534	632	1722	59
1311	1201	1285	243
516	1604	1508	1981
1053	679	1094	253
756	1541	1043	31
1059	710	1027	1500
1104	395	1113	640
1249	697	1911	1945
1807	160	442	1486
640	1745	1968	1237
1914	1963	371	1538
1154	959	1430	54
1954	1390	1816	1086
1827	1528	1783	916
190	1026	1818	223
1776	1722	467	1218
1792	1649	243	1700
635	774	903	1259
1689	354	1077	210
25	961	1249	1143
1407	1321	1977	272
284	1304	568	397
1696	213	1960	1463
1798	1402	1234	1369
893	1955	1249	177
464	1533	1362	1526
1156	1001	599	1884
1334	1294	464	1868
1288	1055	1536	714
1221	225	1253	834
469	101	873	1850
1093	1281	1316	864
381	1211	631	1150
1278	1170	143	31
875	1176	1377	103
1379	840	666	735
1240	1845	1957	1659
1370	173	1225	1606
927	930	159	1917
771	1005	1889	204
1016	526	1205	1711
1767	963	55	1225
212	200	206	574
240	919	476	1078
873	1352	1803	294
1459	10	1988	1173
809	1549	514	1366
1675	882	1567	1894
506	1304	1801	646
1577	1626	1715	1952
207	985	703	1329
1642	1902	1620	1167
917	855	626	890
451	930	513	1478
1566	840	250	927
1860	284	746	1488
474	1970	1857	640
865	331	781	1092
98	994	1069	120
1865	1765	286	1438
1977	1731	1533	847
1228	306	813	528
1686	1109	1132	1549
155	1297	1806	563
1913	1344	1990	52
1926	800	436	1714
364	884	953	166
818	523	1087	194
43	1193	53	968
91	1731	752	22
310	1256	580	1375
384	802	330	1900
1056	361	1032	1333
756	252	940	1411
541	830	1449	1940
1325	1964	433	1072
318	1618	1616	406
1396	1786	1926	1980
1212	1355	1442	1685
33	984	862	806
256	1377	1256	879
1712	1803	1484	1033
115	1822	1804	1388
527	1116	345	427
472	1846	1733	1073
744	1693	295	1216
206	1420	556	758
1274	1803	1870	944
725	1492	1668	232
1983	135	1205	493
1662	848	772	1778
1511	1583	602	284
310	153	1144	1998
332	857	1617	643
703	525	766	1412
678	539	260	1173
813	1276	1151	932
960	1221	1731	1865
1383	1171	786	1898
1675	169	1225	1015
280	1488	1536	1660
1375	129	625	1956
1216	1029	1188	116
1468	1230	638	1499
633	1021	1058	1952
534	687	1228	1849
822	1822	1399	206
1324	1433	1973	281
504	1224	745	1412
1663	911	1235	1494
312	604	1741	1468
1879	568	1747	1391
73	1539	39	1425
297	790	1186	1765
1037	1635	207	1579
1040	811	571	1430
1898	1778	242	1986
1181	495	1064	800
84	190	985	1725
1852	707	1626	1239
1834	1443	1409	949
780	1047	1625	804
1324	1582	135	359
1944	464	1642	966
1410	1738	1100	1824
1681	1910	261	31
1778	1960	992	49
1494	1185	903	1442
615	1959	1717	1119
604	377	1367	1696
750	483	450	132
317	172	1898	937
520	116	1201	1698
1501	403	1025	1317
816	1096	1461	1051
1075	1911	1125	1611
1711	816	817	1741
1872	141	1506	115
870	570	1873	1678
607	1632	1472	1178
896	767	1094	1695
743	532	399	354
724	1094	1098	229
1799	243	1411	96
529	148	1917	43
1321	1378	586	87
1178	1934	1704	403
1752	1254	1642	717
12	192	1681	218
314	599	30	1085
1814	1579	848	1831
572	1389	1485	873
1963	1479	1009	837
685	864	213	1396
1718	664	799	1841
670	1387	1374	886
751	660	681	201
24	1498	162	335
1656	1357	1782	1688
1807	1456	1133	176
1270	1075	1745	1784
